ID,query,size,depers,mark_legal_value
373579,"Добрый день. Участок площадью 15 сот в СОТе был приобретен в 2023 году за 1,5 млн рублей. В 2025 году размежеван на 7 и 8 сот. Сейчас хочу продать участок 7 сот за 1.3 млн рублей. Подскажите пожалуйста в случае продажи участков в этом году как будет начислен налог?",m,False,4
393299,"Выставили штраф за выезд на полосу встречного движения, по фото видно как пересечение есть двумя колесами, т.к. был объезд ямы, полного выезда на встречную полосу не было и обгона тоже не было, можно ли обжалования данный штраф?",m,False,4
391184,"Есть земельный участок под гараж 24 КВ.метра неразмежован, на нем гараж около 40 КВ. Метров, как зарегистрировать гараж? На гараж документов нет.",s,False,4
406701,"Моя ситуация: в текущем году выплачиваю алименты на первого ребенка 48 000р месяц по нотариальному соглашению, по алиментам на второго ребенка (от другого брака) сейчас идет судебное разбирательство. На второго ребенка добровольно выплачиваю 42 000р в месяц. Истица увидела в приложенных к возражениям на иск нотариальном и доп соглашении к нему, что выплата на первого ребенка выше. Скандал, отказ от мирового соглашения. Считает, выплаты должны быть одинаковыми. На какие нормы права можно сослаться, чтобы доказать ей что размер алиментов может быть разный? Особенно в случае нотариального соглашения и добровольной выплаты - все должно основываться на договоренностях. На первого ребенка выплату увеличил, т.к. с 2010 года она была 3 МРОТ,  отвязать от МРОТ бывшая жена жена согласилась в доп соглашении к нотариальному с условием увеличения фиксированный суммы выплат.",l,False,5
397391,"Добрый день. Застройщик перенес срок выдачи ключей (квартира, в ипотеке) с 10.07.25 на 31.12.25 и просит подписать доп соглашение с новыми сроками. Есть какой-то практический смысл не подписывать его? Возможно ли что-то будет взыскать после отмены моратория? 
Срок депонирования средств на эскроу - 31.12.2025, есть ли риски по возвращению средств с эскроу?",m,False,4
409832,"Добрый день.
Необходимо подготовить письмо в адрес заказчика в рамках договора с просьбой расторжения договора по обоюдному согласию, в связи с некорректным техническим заданием.",s,False,4
375630,Жена пенсионерка. Ей были оказаны платные медицинские услуги. На которые я ей давал деньги. Могу ли я получить за них налоговый вычет?,s,False,4
406671,"Если лишить отца своего ребенка родительских прав, имеет ли ребенок в дальнейшем претендовать на наследство отца?",s,False,4
383237,"Клиенту требуется составить налоговую декларацию по социальному вычету, по ИИС, сбережениям.",xs,False,4
383155,"Работаю в амбулатории в сельской местности, врач , мать- одиночка, воспитываю двоих несовершеннолетних детей, работаю в утренние смены. Начальство решило ввести вечерний прием, могут ли меня поставить на вечерний прием без моего согласия?",m,False,4
394843,"Здравствуйте. Помочь с договором оферты, возможно отредактировать для сайта.",xs,False,3
378886,Хочу получить налоговый вычет на взнос по страхованию жизни,xs,False,4
410188,"Добрый день!
В 29.06.2024г. оформили полис ОСАГО, который начинал действовать с 27.07.2024г. Муж иногда использует этот а/м под такси, но полис не был оформлен на такси.
В 06.08. 2024г. муж попал в небольшую аварию, где признал себя виновником.
19.09.2024 Страховая компания прислала уведомление о расторжении полиса ОСАГО, с фразой ""Договор считается досрочно прекращенным с момента получения вами этого уведомления"", т.е. договор был расторгнут 19.09.2024.
Сегодня 27.08.2025 мужу пришло сообщение с требованием вернуть задолженность 90 000 рублей перед СК за оплаченный ущерб второму автовладельцу.
Скажите, можем мы обжаловать данное решение, ведь в момент аварии договор не был расторгнут.
Что можете посоветовать нам в этой ситуации?
Заранее благодарим за помощь.",l,False,5
390441,Здравствуйте. Вопрос по наследственному делу. Могу ли и как оформить наследово если Третье лицо иммеет финансовые обезательства перед моим умершим отцом. Есть договор.,s,False,3
401345,"Добрый день.  Прошу проверить мой ответ на претензию на предмет правильности применения юридических норм в СРОЧНОМ порядке, т к. Завтра - последний день для отправки ответа на претензию. Прилагаю ответ на претензию,  саму претензию и договор с клиентом",m,False,5
389395,Здравствуйте я гражданин Узбекистана.Как мне сделать РВП,xs,False,3
410163,Подготовка возражения на предостережение администрации МО по вопросу содержания фасада.,xs,False,4
395884,"Более 20 лет не использовался полис ОМС. Недавно возникла необходимость воспользоваться, выяснилось, что их два, но ни по одному из них нельзя закрепиться за медучреждением. 
На сегодняшний день полис ОМС остался один, выдан в Брянской области, возможность закрепления отсутствует. Обращение в МФЦ и страховую не приводят к результату, а ответы дают устные. Какой порядок действий в данной ситуации? Куда можно обратиться и на какой закон сослаться? Необходим звонок.",m,False,4
404539,"Здравствуйте. Я продаю дом с участком. Основание собственности - наследство, полученное от отца в 2020м году. В 2024м году я ставил на кадастровый учет участок и оформлял прирезку, то есть менял границы участка. Теперь в выписке ЕГРН основание регистрации - соглашение о переспределении земель. Вопрос: возникает ли у меня обязательство запрашивать согласие супруги и уплачивать налог, так как это больше не считается наследством? Ранее я получал консультацию по вопросу договора купли-продажи этого объекта.",l,False,5
401189,Я была маленькая и меня не законно лишили права прописки в квартире отца я выросла и возможно ли вернуть свою часть спустя 25 лет? Отец умер уже . Отца выписали преднамеренно чтобы меня не прописали,s,False,4
386002,Составление налоговой декларации для получения имущественного налогового вычета при приобретении жилья: за покупку квартиры и уплаченные проценты по ипотечному кредиту. Квартира куплена в ипотеку в 2024.,m,False,4
396317,"У меня задержка рейса с 04.07 в 21:50 изначально, мы до сих пор никуда не улетели, нам не предоставляют отель, в авиакомпанию *** не дозвониться, сейчас обещают посадить на рейс в 13:45, более 12 часов задержки, по закону должен быть предоставлен отель, горячее питание, а нам ничего не предоставили, один раз воду дали, когда высадили с самолета примерно в 12 ночи, воду должны хотя бы чаще предоставлять,
что делать в данном случае, жалобу составлять на них?",m,False,4
391049,"Здравствуйте, в 2015 году приобрела гараж. Членство не оформила и гаражом не пользовалась по причине переезда в другой город. Теперь гаражный кооператив готов мне оформить членство только после погашения долга по членским взносам с 2015 года. 
Вопрос: 1. Правомерно ли требование ГК погасить долг , тк я не являюсь членом ГК и гаражом не пользовалась
2. Правомерно ли требование погасить за 10 лет при исковой давности в три года",m,False,5
389940,"Составление налоговой декларации за 2023 г. Ранее подавал самостоятельно, составлено ошибочно",xs,False,4
398030,"21 июня 2025 припарковался в выделенном месте по адресу: Москва, Проспект мира, 146. Паркуюсь там периодически. Никаких знаков о платной парковке там не было. Пришел штраф 5 тыс за неуплату. Фотографий к постановлению нет.",m,False,4
409128,"Добрый день, с отцом родным не живем 30 лет. У него была законная жена.  Он умер, пришло письмо о долге в Банке. Какие мои действия. 
От нотариуса тоже пришло письмо, что есть завещание, но не в пользу родных детей, но у нас есть право заявиться. 
Как сделать так, что не платить его долги.",m,False,4
410251,"Добрый день! Оформлена ипотека 05.03.2024, находился в браке, до оформления брали у нотариуса согласие супруги на возможность оформления имущества на меня (что именно оформляли - не помню). Поручителем или со заемщиком супруга не фигурировала при оформлении. В феврале 2025 квартиру сдали и я оформил её в собственность. 25.06.2025 получили свидетельство о расторжении брака. Вопрос: может ли моя бывшая супруга получить налоговый вычет с этой квартиры и с уплаченных процентов по ипотеке?",m,False,5
394968,Находился в госпитале по ранению.ВВК назначили группу годности Г и отпуск 60 суток. Имеет ли право командир части оставить в расположении на на время отпуска?,s,False,4
387787,"Наследство. Завещание на двоих сыновей в равных долях. Один заявился на наследство, второй не подался, прошло более 9 месяцев со дня смерти. Нотариус просит взять отказ со второго, т.к. якобы наследство 1/2 будет висеть не оформленное и в дальнейшем ни чего с этой долей сделать будет нельзя, второй не хочет ни чего делать (ни отказ писать, ни в наследство вступать). Первый следит за сохранностью имущества вносит необходимые платежи, погасил образовавшуюся задолженность. Второй о смерти знает, присутствовал на похоронах, на 9 и 40 днях.
Вопрос: верно ли заявление нотариуса и как оформить наследство первому в полном объеме как единое целое? Может ли второй наследник в дальнейшем претендовать, оспорить наследство и т.п.",l,False,5
390973,Составить возражение на отмену суд. приказа,xs,False,3
382218,"Можно консультацию по семейным вопросам. Коротко: мужчина психологически издевается надо мной и над ребенком,вместе не жили и не  живем. Нигде серьезно не работает,сидит в ларьке со свободным посещением,из-за чего следит на улице за нами,подкарауливает. Службы:суд,полиция не находят состава преступления. Родители одноклассников изолируют своих детей от моего из-за выходок данного человека (по свидетельству является отцом),я на грани самоубийства,так жить невозможно. Неужели нет законного решения этого вопроса????",l,False,4
374905,"Подают в суд за просроченные алименты (ежемесячно переводится небольшая сумма, так как мать ребенка отказывается делать ДНК. Ребенок был признан в молодости по глупости, так как она встречалась одновременно еще со вторым мужчиной)",m,False,4
410077,"Добрый день, мне нужна консультация по обязательной маркировке товаров в моём интернет-магазине https://reginleif.store/. Подскажите, пожалуйста, эти товары являются обязательными для маркировки?",s,False,3
384523,"Необходимо оформить дарение между родными братьями, ФИО1 дарит 2/3 в одном объекте, ФИО2 дарит 1/3 в другом объекте. Таким образом каждый из братьев станет 100% собственником каждого из объектов. Условия дарения: ФИО2 требует 200 тыс на ремонт квартиры, которая станет его собственностью. Как лучше оформить передачу денег и в какой момент, чтобы в случае отказа от дарения или отмены регистрации в росреестре, деньги можно было вернуть  и как оформить дарение, только через нотариуса или в мфц? Как поделить расходы по стоимости услуги за оформление дарения?",l,False,5
394479,Здравствуйте я попал реестр контролируемых лиц что делать я не знаю пожалуйста помогите,xs,False,3
410175,"Слетели гос. услуги, сейчас идет взыскание, говорят, что приедут опишут имущество с Русского Стандарта, нужна консультация.",s,False,3
400705,"Добрый день!
Подскажите пожалуйста в следующем году планирую уйти в декретный отпуск (примерно середина года)
Так же в начале следующего года планирую пойти работать в найм. Интересует как будет выгоднее поступить и оформить декретный отпуск. Как ип или у работодателя. 
ИП у меня 2 года,в эти два года в найме не работала.
Так же на при изучении данного вопроса увидела на сайте, что ип на ндп и работая в найме может оформить сразу и там и там. При усн так сделать нельзя?",m,False,4
378594,"Здравствуйте. Для выплаты для социальной выплаты просят проект договора долевого участия. Что предполагает собой проект,  должен ли он быть подписан. У меня есть проект долевого участия от застройщика, но он не подписан. В органах соцзащиты отказываются рассматривать его без подписей.",m,False,4
379089,"Здравствуйте! 15го мая мне предстоит судебное заседание по поводу моей жалобы на постановление МАДИ об административном правонарушении (моя машина была эвакуирована с ""места, на которое распространяется действие знака 3.27 ""Остановка запрещена"", по мнению инспектора). Хочу обсудить с юристом имеющиеся у меня доводы в свою защиту и то, как правильно говорить о них на заседании, как ходатайствовать о приобщении этих аргументов к моему делу и быть услышанной. Хотела бы получить консультацию по телефону, заранее согласовав время. Спасибо!",l,False,5
410306,Здравствуйте пока я в отпуске была с моей карты были сняты деньги оплата на озоне несколько раз в день было и это продолжалось с 25 го июля до 1 го августа пока я не перевела все деньги на другого человека скажите пожалуйста а можно будет узнать кто это снимал,m,False,4
411269,"Здравствуйте. Ожидается вступление в право наследства, 1/2 комнаты в Москве, как прописаться? Какие есть варианты, чтобы оформить прописку быстро? У меня авиабилет приобретен, паспорт через сколько дней вернут? Спасибо",m,False,3
408018,"Хочу получить РВП, какие документы нужны?",xs,False,3
397285,"Должен ли ИП проводить СОУТ?
Деятельность — разработка ПО. Без сотрудников.
Какими нормативными документами это определяется.",s,False,4
406787,"Здравствуйте.Хочу узнать имею ли я право получить служебную каартиру после отработки 10 лет в поликлинике г.Салехарда согласно моему договору найма служебного жилого помещения и постановлению(ПРАВИТЕЛЬСТВО ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА

ПОСТАНОВЛЕНИЕ

от 13 февраля 2020 года N 141-П


Об утверждении Порядка передачи отдельных служебных жилых помещений специализированного жилищного фонда Ямало-Ненецкого автономного округа в собственность медицинских работников

(с изменениями на 19 февраля 2025 года)
(в ред. постановлений Правительства Ямало-Ненецкого автономного округа от 02.10.2020 N 1165-П, от 22.05.2023 N 433-П, от 19.02.2025 N 81-П))?
Я работаю в поликлинике с сентября 2020года,служебное жилье получила в ноябре 2024 года.
Квартир и другой недвижимости в собственности в ЯНАО нет.

Имеет ли значение наличие квартиры в Р Ф в другом регионе?
 

",l,False,4
408570,Меня работодатель незаконно пытается уволить и склонить по собственному,xs,False,3
384555,"Что дает наделение детей долями?
У меня есть недвижимость, хочу несовершеннолетним доли раздать, если будет как у физика юридический спор судебный, могут ли забрать или они до 18 лет там могут жить?",s,False,4
372788,"Жена подала налоговую декларацию на возврат процентов по кредиту, а получила долг в 260.000 рублей. Просим помочь с оформлением декларации чтобы убрать задолженность. Есть ответ от налоговой и декларации
.",m,False,4
395952,Добрый день. Хочу по договору дарения передать маме квартиру. Она не в браке. В случае ухода из жизни объект по наследству перейдёт обратно мне или есть какие либо ограничения?,s,False,4
398570,"Занимаюсь инвестициями, попал на сигналы которые продавала девушка, зарегистрировался, она давала сигналы по парам, зарабатывал копейки, она после стала подгонять постоянно, оставил где то тысяч 30 на площадке. Через какое то время образовалась команда которая занимается возвратом средств, якобы юридическая фирма. Я повелся и заплатил им деньги
Я деньги не смогу вернуть? Как мне поступить в данной ситуации?",m,False,4
388383,"Здравствуйте.  Я гражданин  Узбекистана  русскоязычный ( носитель русского языка)  *** 1974 г р .  Второй год проживаю и работаю  на территории РФ. По приезде 
при  оформлении патента  обратился с просьбой  о подаче  заявления на РВП, в чем мне было отказано.  Оба родителя  родились  в РСФСР. В живых их нет . Раньше это являлось основанием для получения рвп (даже ВНЖ ) . Сейчас  --  нет .   Сказали  , что я должен поработать  полгода  в России. Обратился через год .  На сей раз ,  сказали  что  должен проработать  три (!!!!!!) года . Как быть, есть ли какой нибудь  шанс получить РВП?",l,False,4
386399,"Добрый день, планируем строить дом в снт. (Наро-фоминский район). Подскажите, какие нормы при строительстве дома в снт по отношению к домам соседей. Достаточно ли отступить 3 метра от забора? И какое должно быть расстояние от дома до дома?",m,False,4
399155,Можно ли открыть салон красоты в жилом доме с общим входом через подъезд  ? Нужна ссылка на закон . Раньше было нельзя . Сейчас появились статьи в интернете что можно .,s,False,4
387053,"Были оказаны в прошлом году мед.услуги на более 400 тысяч рублей. Когда заказывала услуги, оплачивала их частично своей картой, частично картой *** . Изначально говорила мед.организации, что мне нужна будет справка для возмещения подоходного налога частично на *** . Сейчас утверждают, что на одного человека могут дать только одну справку и разбивать не могут. Читала законы и, как я понимаю, разбить данную сумму всё же можно. Хотелось бы понять, возможно ли получить две справки на двух лиц, разбив эту сумму?",l,False,4
399770,"Здравствуйте 
я ИП без сотрудников, у меня отдел в котором делаю сувениры с фото и распечатываю фото и документы. Сайта у меня нет, люди мне звонят на сотовый, пишут в менеджерах и на эмейл почту.
должна ли я подавать уведомления в роскомнадзор об обработке персональных данных?",m,False,4
378770,"Продаю земельный участок, на нем дом. Садовый участок оформлен в собственность, а дом нет. Могу ли я продать участок без указания дома?",s,False,4
387671,"Добрый день! Я бы хотела в первый раз самостоятельно оформитт налоговый вычет, подскажите пожалуйста, что для это нужно и как это сделать",s,False,3
385954,"Нужно ли согласие второго родителя, если ребёнок приедет в сопровождении мамы?",xs,False,3
410896,"Клиент ведет бухгалтерию в облаке. Контрагент не выгружает базу, предлагает соглашение о расторжении договора. Клиент вышлет документы нам на почту. В связи с ограничением во времени, со стороны контрагента, клиент просит рассмотреть свой вопрос в максимально короткие сроки.",m,False,3
380058,"Пришло уведомление на ребенка о необходимости предоставления налоговой декларации по форме 3-НДФЛ. Согласно этого документа написано: по имеющимся в налоговом органе сведений произошло снятие с учёта имущества в 2024-м году находившихся в собственности менее минимального предельного срока владения в соответствии со статьей 217.1 НК РФ. Поэтому рекомендуют направить в налоговый орган налоговую декларацию по форме три НДФЛ за 24-й год до 30 апреля 25-го года.
Кто может помочь с заполнением?",m,False,4
406067,"Прощу помочь оформить и подать заявки на (упрощенный?) вычет на пенсионные отчисления за 2022,2023,2024 годы",s,False,3
381626,Какая ответственность предусмотрена за несообщение о наличии иностранного ВНЖ,xs,False,4
403724,"Пару дней назад мне продали телефон под видом оригинала. Хочу подать заявление в полицию, как это правильно сделать",s,False,4
384500,"Здравствуйте, у меня возник такой вопрос:
Я являюсь гражданином Кыргызстана и хотел приобрести автомобиль с Российским госномером,можно ли на меня оформить?
Чтобы все было по закону РФ
Спасибо!",s,False,4
407670,Если у меня нет гражданства российской федерации я могу на себя переоформить машину?,xs,False,4
403776,"Хочу оформить налоговый вычет на медицинский полис, купленный мною и оформленный на жену. Супруга не работает, поэтому вычет хочу оформить из своих налогов. 
Также хочу сделать по стоматологическим услугам, деньги оплачивал я, но услуга оказана супруге.",m,False,4
395083,"Планирую найм жилого помещения
Наймодатель указал в договоре:
Наниматель обязан:
Осуществлять своевременной текущий ремонт Жилья, либо компенсировать его Наймодателю.
Что входит в своевременной текущий ремонт. Пример до меня в квартире жили ...  При моем заселении и  осмотре выявлено. Что ламинат местами  разошелся, обои имеют местами сильные потёртости, в ванной несколько плиток треснуты. Как мне не повесить это на себя.
Второй вариант ламинат. Тарый начали появляться расхождения должен ли я в данной ситуации перекладывать ламинат. Это все текущий ремонт.",l,False,4
384809,Оформление в собственность гаража в гаражном кооперативе,xs,False,4
387562,"Здравствуйте! Купила варенье, а внутри была веревка, хочу составить жалобу производителю. Куда мне нужно обратиться ?",s,False,3
384675,"Попала на мошенников. Работала в больнице. От главного врача якобы пришло сообщение, что я в списке, кто переводил деньги на Украину. Со мной всё время был на связи. Сказали, что нужно снять все деньги, которые на счетах и на картах, перевести их на определенный счет и говорили, что они мне вернутся. Я все деньги сняла, перевела, занимала у людей.",m,False,4
398016,Можно ли опротестовать наследство по завещанию или дарению,xs,False,3
405953,"Здравствуйте. 
Я живу в дореволюционном доме в центре Москвы (не ОКН), где сохранилась в подъезде оригинальная плитка (метлахская) и другие элементы. В подъезде Жилищником запланирован ремонт подъезда, в ходе которого ремонтники хотят заменить оригинальную поитку на новую, указывая на существующие трещины. Мы не хотим менять, так как трещины незначительные, и долговечность этой плитки гораздо выше, чем новой. На что можно сослаться в противостоянии с Жилищником, чтобы оставили в покое и не разрушали сохранившиеся оригинальные детали? Если нужно, готовы идти в суд",l,False,4
403761,"Здравствуйте! Бывший муж выгоняет из дома, имущество делить не хочет.                  Дом был построен в 2009 году. Бывший муж оформил всё на себя.                                       В 2017 году фиктивно ( с его слов) развелись, для того, чтобы получить квартиру для сына. Стали переходить в новый дом, он ушёл жить к любовнице. Два года я прожила в новом доме одна, оплачивала счета за коммунальные услуги.                                            Теперь выставил дом на продажу и выселяет меня из дома",l,False,5
389458,"Есть массажный салон который я начала посещать. Это частник. Оплатила услуги, а они были по акции. По состоянии здоровья я посещать его не могу. Деньги возвращать не хотят. Нужна консультация.",s,False,4
383646,Взыскание алиментов на совершеннолетнего ребенка,xs,False,4
400849,"Квартира досталась по наследству,надо продать,но прошло10 месяцев,сколько процентов надо платить от суммы продажи",s,False,4
400768,"Моя мама хочет продать свою российскую квартиру. При этом она- негражданин Латвии. По закону для совершения сделки она должна открыть счет С. Использование средств со счета С имеет много ограничений, мы хотим этого избежать. Может ли моя мама подарить квартиру мне, гражданке Латвии с постоянным ВНЖ в России, с тем чтобы уже я продала эту квартиру без открытия этого специального счёта? И правильно ли я понимаю, что являясь валютным, но не налоговым (в настоящее время) резидентом, я должна буду уплатить 30%налог с продажи?",l,False,5
388295,"Механизм подачи данных при наличии резидентской визы, особенности налогообложения",xs,False,3
399045,"Добрый день, вопрос в следующем: я собираюсь купить квартиру по ипотечному договору, могу ли я получить налоговый вычет на покупку?
Вопрос связан с тем, что это не единственная квартира в моей собственности.
В 2008 году я получила квартиру в собственность по праву наследования  по завещанию после смерти моего деда в другом регионе.
Покупка квартиры будет в Москве.
В этом случае покупка квартиры уже не считается единственным жильём в моей собственности?
Спасибо",m,False,4
378318,Покупка квартиры в 2023 году и продажа в 2024 эта же квартира за ту же стоимость. Нужна декларация.,s,False,4
393422,"Здравствуйте, произошла блокировка карты и списания средств ,о данном судебном приказе и и исполнительном производстве не оповещалось ни по почте по месту регистрации, ни на гос услугах, ни на фссп.О компании в честь кого произошел судебный приказ нет никаких данных, документа не видел ,а также не понятно от куда взяли данную сумму долга",m,False,4
374931,"Идет ремонт на объекте недвижимости. Квартира. Заключен договор с подрядчиками. На данном этапе первый пункт возведение стен из гипсокартона. Мы вызывали специалиста, который сказал, что все сделано с грубыми ошибками. Хотелось бы уточнить по договору, можем ли мы с подрядчика запросить компенсацию за потраченные материалы и возврат за работу? На данном этапе внесен аванс в 1.000.000 рублей. Договор есть могу прислать его для ознакомления.",m,False,4
388234,"Доброе утро! Подскажите, пожалуйста! У меня в кв был пожар, погиб муж. Приезжали пожарники тушили пожар и исполртили шифер намочили вещи. Моя соседка требует от меня взыскание, чтобы я оплатила или отремонтировала часть крыши. Это нормально? Ведь это был несчастный случай?",m,False,4
402619,"Являюсь ответчиком по делу об уплате алиментов, скоро предварительно судебное заседание. Я уже выплачиваю алиментов ребенку от первого брака (ТДС по нотариальному соглашению). Сейчас вторая жена подала иск на алименты в смешанной долях и ТДС",m,False,4
381266,Хотел бы вернуть налоговый вычет по ипотечному кредитованию,xs,False,3
401894,Здравствуйте. Хотелось бы подать на налоговый вычет по медицинским расходам за прошлый год. Как я могу это сделать?,s,False,3
401467,"Добрый день. Подскажите, какую сумму присуждают суды нижегородской области за вред здоровью средней тяжести причиненный в результате дтп, моральный вред по данной категории тяжести",s,False,4
398876,"Здравствуйте, ранее было направлено письмо в судебный участок об отмене судебного приказа, письмо было доставлено 02.07.25 ,сколько рассматривает судья причину отмены? Ответа пока не направляли",s,False,4
410834,Добрый день! Оказали транспортные услуги организации. Прошло почти два месяца а оплаты нет. Что делать?,s,False,3
403778,"Добрый день. Собираюсь купить дом на юрлицо, использовать как склад. Какие есть подводные камни?",s,False,4
383792,"Здравствуйте,можно узнать я вчера перевёл 2000 тысячи рублей на Казахстанкую карту деньги списались а получатель не получил пишется перевод выполняется",s,False,3
386403,"Остановили ДПС, проверили документы. Сказали пройти освидетельствование. Потом когда я согласился, резко отпустили. И выписали надуманный штраф за непропуск пешехода, которого не было. Никакого протокола не дали подписать даже",m,False,4
377598,Подготовить документы налоговый вычет обучение детей,xs,False,3
373448,"Здравствуйте, снимала квартиру, не хотят отдавать залог",xs,False,3
